NetID,Name,Expected_Graduation,MajorID
bfos2,Brian Foster,3.5,Business + Data Science
bfoste2,Brian Foster,2.0,Management
bfran2,Bradley Franklin,5.0,Computer Science + Animal Sciences
bfrye2,Barbara Frye,1.0,Sustainability in Food & Environmental Systems
bga2,Brooke Garcia,4.0,Management
bgam2,Brandon Gamble,2.0,Neural Engineering
bgar2,Benjamin Garcia,1.0,Dietetics and Nutrition
bgar3,Brett Garcia,2.5,Chemistry
bgarcia2,Brian Garcia,3.0,Systems Engineering & Design
bgo2,Brian Gordon,3.5,Accountancy + Data Science
bgo3,Brandon Gonzalez,3.5,Computer Science + Advertising
bgomez2,Brian Gomez,1.5,Materials Science & Engineering
bgonza2,Bonnie Gonzalez,3.0,Computer Science + Music
bgord2,Brian Gordon,1.0,Aerospace Engineering
bgr2,Brittany Gross,3.5,Neural Engineering
bgray2,Benjamin Gray,2.5,Aerospace Engineering
bgriff2,Brooke Griffin,3.0,Strategy
bgu2,Brenda Guzman,3.5,Computer Science
bgue2,Brittany Guerra,2.5,Learning & Education Studies
bguerre2,Brian Guerrero,2.5,Electrical Engineering
bguti2,Brian Gutierrez,2.5,Computer Science
bguzma2,Brandi Guzman,2.0,Secondary Education
bha2,Brandon Harvey,4.0,Computer Science + Crop Sciences
bha3,Brian Hays,4.0,Teaching - Middle Grades Education
bha4,Bryan Hart,3.0,Supply Chain Management
bha5,Brenda Hayes,2.5,Business + Data Science
bhahn2,Benjamin Hahn,4.0,Engineering Technology & Management for Agricultural Systems
bhal2,Brianna Hall,2.0,Nuclear
bhall2,Bethany Hall,1.5,Mechanical Engineering
bhall3,Blake Hall,5.0,Management
bham2,Bobby Hamilton,2.0,Agronomy
bhard2,Brittany Hardy,1.5,Industrial Engineering
bhayes2,Brandi Hayes,5.0,Business + Data Science
bher2,Bobby Hernandez,5.0,Geology
bher3,Barbara Hernandez,3.0,Computer Science + Music
bhern2,Brian Hernandez,1.0,Industrial Engineering
bhi2,Breanna Hicks,3.5,Middle Grades Education
bhicks2,Benjamin Hicks,2.0,Special Education
bhill2,Barbara Hill,2.0,Nutrition and Health
bhu2,Bradley Hunter,4.0,Materials Science & Engineering
bhuds2,Bonnie Hudson,3.5,Environmental Engineering
bjack2,Brian Jackson,5.0,Early Childhood Education
bjackso2,Billy Jackson,1.0,Hospitality Management
bjam2,Brittany James,3.0,Nutrition and Health
bjame2,Brittany James,3.5,Computer Science + Music
bjohn2,Brad Johnson,1.5,Computer Science + Astronomy
bjon2,Brian Jones,2.0,Biochemistry
bjones2,Bruce Jones,5.0,Marketing
bjones3,Brett Jones,2.5,Systems Engineering & Design
bke2,Beth Keller,1.0,Operations Management
bkel2,Brian Kelly,5.0,Mechanical Engineering
bkell2,Bryan Kelly,3.0,Nuclear
bki2,Brian King,1.5,Environmental Engineering
bkim2,Brian Kim,2.5,Neural Engineering
bking2,Brandon King,1.5,Hospitality Management
bkirk2,Bryan Kirk,2.0,Computer Science + Advertising
ble2,Benjamin Lewis,1.0,Information Systems
bleach2,Brent Leach,2.5,Computer Science + Crop Sciences
blee2,Brittany Lee,2.5,Environmental Engineering
blee3,Billy Lee,1.5,Computer Science + Astronomy
blee4,Brian Lee,3.0,Engineering Technology & Management for Agricultural Systems
blope2,Bradley Lopez,2.0,Computer Science + Bioengineering
blov2,Brian Love,3.0,Nuclear
blov3,Barry Love,2.0,Biochemistry
bluna2,Brian Luna,3.5,Computer Science + Bioengineering
bmack2,Breanna Mack,1.0,Nuclear
bmarq2,Brandon Marquez,4.5,Computer Science + Astronomy
bmart2,Brandy Martinez,2.5,Mechanical Engineering
bmarti2,Bryan Martinez,2.0,Agricultural & Biological Engineering
bmaynar2,Bryce Maynard,1.5,Agricultural & Biological Engineering
bmc2,Brian Mcdonald,4.0,Finance
bmcc2,Brian Mccoy,1.0,Chemical Engineering
bmccar2,Brian Mccarthy,2.5,Accountancy
bmci2,Bryan Mcintyre,2.0,Media & Cinema Studies
bme2,Bethany Mendoza,4.5,Plant Biotechnology
bmoore2,Bradley Moore,3.5,Strategy
bmorga2,Betty Morgan,4.5,Accountancy
bmurphy2,Barbara Murphy,2.0,Computer Science + Crop Sciences
bnavarr2,Bradley Navarro,3.5,Journalism
bnel2,Bruce Nelson,4.0,Secondary Education
bnel3,Brian Nelson,3.0,Teaching - Middle Grades Education
bnels2,Brian Nelson,4.5,Advertising
bnelson2,Brian Nelson,1.0,Architectural Studies
bnguy2,Barbara Nguyen,1.0,Biochemistry
bols2,Brett Olsen,4.5,Business + Data Science
bon2,Brandon Oneill,3.0,Learning & Education Studies
bowen2,Bryan Owen,2.5,Bioengineering
bpal2,Brenda Palmer,4.5,Computer Science
bpar2,Benjamin Parker,3.0,Sustainability in Food & Environmental Systems
bpayn2,Bradley Payne,4.5,Civil Engineering
bpea2,Brady Pearson,2.5,Marketing
bpena2,Brandon Pena,1.5,Dance
bpena3,Brandon Pena,5.0,Learning & Education Studies
bpete2,Benjamin Peterson,4.5,Media & Cinema Studies
bph2,Brian Phelps,4.0,Industrial Engineering
bpham2,Brandi Pham,3.0,Computer Science + Crop Sciences
bpowel2,Brittany Powell,4.0,Nutrition and Health
bpra2,Brian Pratt,2.5,Computer Engineering
bpra3,Betty Pratt,2.5,Elementary Education
bpratt2,Brian Pratt,3.5,Special Education
bpu2,Brian Pugh,1.5,Computer Science + Music
bram2,Brooke Ramos,3.0,Supply Chain Management
bramos2,Brandi Ramos,2.5,Special Education
brand2,Brian Randolph,2.0,Special Education
brey2,Brian Reyes,1.0,Computer Science + Animal Sciences
brio2,Brent Rios,5.0,Engineering Technology & Management for Agricultural Systems
brobin2,Brianna Robinson,1.0,Computer Engineering
bross2,Benjamin Ross,3.0,Mechanical Engineering
bruss2,Brandi Russo,3.5,Engineering Technology & Management for Agricultural Systems
brusso2,Bradley Russo,1.5,Architectural Studies
bsa2,Brittney Sanford,5.0,Sustainability in Food & Environmental Systems
bsanc2,Brian Sanchez,4.5,Elementary Education
bsh2,Brian Sharp,2.0,Geology
bsharp2,Brandon Sharp,1.5,Civil Engineering
bshaw2,Brian Shaw,1.0,Food Science
bsim2,Brian Simpson,4.0,Computer Science
bsm2,Bruce Smith,3.0,Engineering Technology & Management for Agricultural Systems
bsmit2,Barbara Smith,5.0,Innovation
bsolo2,Brian Solomon,2.5,Bioengineering
bste2,Brandon Steele,3.5,Supply Chain Management
bste3,Brandi Stewart,4.0,Bioengineering
bste4,Brian Stein,3.5,Operations Management
btayl2,Brian Taylor,2.5,Civil Engineering
bth2,Brittany Thompson,5.0,Secondary Education
btho2,Briana Thomas,1.5,Computer Science + Astronomy
btho3,Bridget Thomas,3.0,Physics
bthom2,Brian Thompson,2.0,Sustainability in Food & Environmental Systems
bthomas2,Belinda Thomas,1.5,Supply Chain Management
btorr2,Betty Torres,1.0,Agricultural & Biological Engineering
btorres2,Bryan Torres,3.0,Plant Biotechnology
btu2,Brian Turner,1.5,Information Sciences + Data Science
bturn2,Barbara Turner,2.0,Chemical Engineering
bturne2,Brooke Turner,1.0,Computer Science + Crop Sciences
bvasq2,Briana Vasquez,2.5,Management
bvill2,Benjamin Villarreal,4.0,Computer Science + Astronomy
bwalt2,Brian Walter,1.5,Hospitality Management
bwar2,Bryan Warren,4.0,Accountancy
bwatk2,Brittany Watkins,5.0,Information Sciences + Data Science
bwatt2,Billy Watts,4.5,Sustainable Design
bwe2,Brittney Webb,1.0,Management
bwest3,Brandy West,4.0,Information Sciences
bwheel2,Beth Wheeler,3.5,Accountancy + Data Science
bwhi2,Brandi White,2.0,Kinesiology
bwi2,Brad Wilson,2.0,Sustainability in Food & Environmental Systems
bwi3,Brooke Wilkinson,4.0,Journalism
bwil2,Brad Wilson,1.5,Physics
bwill2,Brandon Williams,3.5,Food Science
bwilli2,Brian Williams,4.0,Agronomy
bwilli3,Brent Williams,1.5,Media & Cinema Studies
bwillia2,Bradley Williams,2.0,Chemistry
bwo2,Brian Wood,1.0,Plant Biotechnology
byo2,Barbara Young,4.0,Computer Science + Physics
byoun2,Breanna Young,4.0,Kinesiology
caceve2,Christina Acevedo,4.5,Computer Science + Music
caco2,Christopher Acosta,4.0,Mechanical Engineering
cad2,Carol Adams,1.0,Computer Science + Physics
cad3,Christina Adams,3.5,Computer Engineering
cadams2,Cody Adams,2.0,Information Sciences + Data Science
caguil2,Clayton Aguilar,5.0,Food Science
call2,Colin Allen,2.5,Strategy
calle2,Charles Allen,1.0,Food Science
calva2,Chad Alvarez,5.0,Nutrition and Health
can2,Carrie Anderson,3.5,Journalism
cand2,Christine Anderson,1.5,Operations Management
cand3,Christine Anderson,3.5,Chemical Engineering
cande2,Charles Anderson,4.0,Plant Biotechnology
cander2,Christopher Anderson,1.0,Sustainable Design
cander3,Christopher Anderson,2.0,Agricultural & Consumer Economics
canders2,Charles Anderson,4.5,Secondary Education
candr2,Christopher Andrews,1.5,Operations Management
candr3,Catherine Andrews,2.0,Supply Chain Management
cashley2,Charles Ashley,1.0,Materials Science & Engineering
cba2,Claire Barton,1.0,Neural Engineering
cbail2,Courtney Bailey,3.0,Mechanical Engineering
cbail3,Chad Bailey,4.5,Agricultural & Biological Engineering
cbake2,Cory Baker,2.0,Strategy
cbar2,Christopher Barber,1.0,Elementary Education
cbarb2,Chris Barber,2.0,Computer Engineering
cbarn2,Colleen Barnes,5.0,Neural Engineering
cbarn3,Charles Barnes,2.0,Computer Science + Crop Sciences
cbeck2,Caitlyn Beck,3.0,Environmental Engineering
cbel2,Cindy Beltran,4.0,Advertising
cbenn2,Casey Bennett,3.5,Environmental Engineering
cbr2,Cynthia Brown,1.5,Supply Chain Management
cbra2,Christopher Bradford,3.0,Computer Science + Physics
cbraun2,Christopher Braun,3.0,Special Education
cbridge2,Carol Bridges,4.5,Sustainable Design
cbrook2,Christina Brooks,3.5,Information Sciences
cbrown2,Cody Brown,5.0,Aerospace Engineering
cbrown3,Cody Brown,1.0,Human Development & Family Studies
cbry2,Charles Bryant,5.0,Teaching - Middle Grades Education
cbu2,Crystal Burns,4.5,Computer Science + Crop Sciences
cbu3,Courtney Burns,2.0,Agronomy
cbuc2,Cassandra Buchanan,4.0,Secondary Education
cburk2,Crystal Burke,5.0,Marketing
cburns2,Charles Burns,1.0,Business + Data Science
cca2,Courtney Cantrell,3.5,Agricultural & Biological Engineering
cca3,Christopher Callahan,3.5,Innovation
ccaldwe2,Carl Caldwell,4.5,Supply Chain Management
ccar2,Christine Carter,1.0,Hospitality Management
ccar3,Charles Carlson,2.5,Chemical Engineering
ccarter2,Charles Carter,2.5,Information Systems
ccas2,Cindy Castillo,2.0,Computer Science + Bioengineering
ccase2,Curtis Casey,2.0,Computer Science + Physics
ccase3,Courtney Case,3.0,Engineering Technology & Management for Agricultural Systems
ccastil2,Cassandra Castillo,4.0,Computer Science
cch2,Christina Chan,2.0,Marketing
cch3,Christopher Cherry,3.0,Finance + Data Science
ccha2,Christopher Chavez,5.0,Marketing
cchap2,Courtney Chapman,4.5,Special Education
cchen2,Caroline Chen,1.0,Physics
ccl2,Charles Clark,5.0,Computer Science
ccla2,Christine Clark,1.0,Dietetics and Nutrition
cclark2,Carol Clark,5.0,Human Development & Family Studies
cco2,Cody Cordova,3.5,Marketing
cco3,Cathy Cook,2.5,Dance
ccoh2,Christina Cohen,4.5,Dance
ccohen2,Cassidy Cohen,3.5,Computer Science + Animal Sciences
ccole2,Christopher Cole,3.5,Chemical Engineering
ccoll2,Cassandra Collins,1.5,Agricultural & Biological Engineering
ccon2,Cameron Conner,4.5,Computer Science + Animal Sciences
ccont2,Charles Contreras,3.5,Industrial Engineering
ccort2,Claire Cortez,1.5,Agronomy
ccr2,Christopher Cruz,4.5,Food Science
ccrawfo2,Chad Crawford,2.5,Journalism
ccro2,Crystal Cross,3.5,Athletic Training
ccurt2,Crystal Curtis,2.5,Information Systems
cdanie2,Chloe Daniels,1.5,Information Sciences
cdav2,Caitlin Davis,4.5,Electrical Engineering
cdav3,Caroline Davis,4.0,Management
cdavis2,Connie Davis,1.5,Industrial Engineering
cday2,Casey Day,3.0,Marketing
cdeleo2,Carlos Deleon,1.5,Athletic Training
cdomi2,Curtis Dominguez,1.0,Journalism
cdu2,Christopher Duran,1.5,Agricultural & Consumer Economics
cdu3,Caleb Duncan,2.0,Accountancy
cduf2,Caroline Duffy,2.5,Computer Science + Bioengineering
cduncan2,Calvin Duncan,5.0,Aerospace Engineering
cdunn2,Christopher Dunn,2.5,Operations Management
cel2,Curtis Ellis,5.0,Marketing
cengli2,Craig English,4.5,Computer Science
ceva2,Charles Evans,4.0,Dietetics and Nutrition
cevans2,Charles Evans,2.0,Information Sciences
cevans3,Caleb Evans,3.0,Systems Engineering & Design
cfa2,Casey Farmer,1.0,Sustainable Design
cfe2,Chad Ferguson,4.5,Food Science
cfe3,Christy Fernandez,1.0,Learning & Education Studies
cfl2,Chelsea Flores,4.0,Strategy
cflo2,Christopher Flores,2.5,Food Science
cflo3,Cassidy Floyd,1.0,Chemistry
cflo4,Christopher Flowers,3.5,Teaching - Middle Grades Education
cflor2,Cynthia Flores,2.0,Secondary Education
cflynn2,Christian Flynn,4.0,Secondary Education
cfo2,Chelsea Fox,4.5,Information Sciences
cfo3,Christopher Foster,3.0,Hospitality Management
cford2,Craig Ford,2.0,Civil Engineering
cford3,Christopher Ford,1.5,Computer Science
cfowler2,Charles Fowler,4.0,Geology
cfran2,Crystal Francis,1.5,Mechanical Engineering
cfrazie2,Christopher Frazier,3.5,Engineering Technology & Management for Agricultural Systems
cfrench2,Chad French,2.5,Learning & Education Studies
cfry2,Carla Fry,5.0,Hospitality Management
cgallow2,Carrie Galloway,2.0,Systems Engineering & Design
cgamble2,Cynthia Gamble,4.5,Learning & Education Studies
cgar2,Christina Garner,2.0,Human Development & Family Studies
cgarci2,Crystal Garcia,2.5,Biochemistry
cgarcia2,Cheryl Garcia,4.5,Computer Science + Astronomy
cgarza2,Catherine Garza,5.0,Operations Management
cgi2,Connie Gilmore,2.0,Accountancy
cgib2,Cody Gibson,4.0,Computer Engineering
cgo2,Christina Gonzalez,3.0,Dietetics and Nutrition
cgo3,Clayton Gould,1.0,Hospitality Management
cgo4,Catherine Goodwin,3.0,Operations Management
cgonzal2,Caroline Gonzales,3.0,Chemical Engineering
cgord2,Chad Gordon,3.5,Physics
cgr2,Cindy Gray,3.0,Information Sciences
cgray2,Craig Gray,3.5,Journalism
cgray3,Cory Gray,1.5,Sustainable Design
cgre2,Charles Greer,2.5,Learning & Education Studies
cgree2,Cory Green,1.5,Plant Biotechnology
cgreen2,Charlotte Green,2.0,Athletic Training
cgreen3,Carla Green,2.0,Computer Science + Advertising
cha2,Carlos Hall,2.0,Operations Management
cha3,Christopher Harris,4.5,Computer Engineering
chale2,Christopher Hale,1.5,Supply Chain Management
chall2,Christina Hall,2.0,Computer Science + Advertising
chall3,Charles Hall,1.5,Strategy
cham2,Christy Hammond,4.0,Athletic Training
chamil2,Christy Hamilton,1.5,Teaching - Middle Grades Education
chammon2,Christina Hammond,4.5,Information Systems
chans2,Craig Hanson,1.5,Kinesiology
chanson2,Claire Hanson,1.5,Sustainable Design
char2,Christopher Harris,4.5,Computer Science + Music
charp2,Cindy Harper,3.5,Computer Engineering
charr2,Craig Harris,4.0,Nuclear
charri2,Crystal Harris,5.0,Dietetics and Nutrition
charri3,Christopher Harris,5.0,Accountancy + Data Science
charris2,Colin Harris,2.5,Strategy
charris3,Christopher Harris,2.0,Engineering Mechanics
chaynes2,Cindy Haynes,2.5,Innovation
che2,Cassandra Henderson,2.0,Aerospace Engineering
chen2,Clinton Henderson,3.0,Computer Science + Physics
chend2,Crystal Henderson,1.5,Innovation
chenry2,Clinton Henry,1.0,Architectural Studies
cher2,Corey Hernandez,3.0,Mechanical Engineering
chernan2,Christine Hernandez,4.5,Sustainability in Food & Environmental Systems
chi2,Christopher Hinton,1.0,Information Sciences
chi3,Cameron Hill,4.0,Sustainability in Food & Environmental Systems
cho2,Courtney Ho,5.0,Kinesiology
choo2,Christian Hood,4.5,Learning & Education Studies
chud2,Christopher Hudson,5.0,Environmental Engineering
chuf2,Curtis Huff,3.5,Electrical Engineering
chunte2,Christina Hunter,3.5,Journalism
chunter2,Carlos Hunter,3.5,Hospitality Management
cja2,Christopher Jackson,1.0,Civil Engineering
cja3,Christine James,4.0,Systems Engineering & Design
cjackso2,Christopher Jackson,2.0,Teaching - Middle Grades Education
cjackso3,Cesar Jackson,3.0,Middle Grades Education
cjo2,Christine Johnson,3.5,Neural Engineering
cjo3,Cody Johnson,1.5,Materials Science & Engineering
cjo4,Charles Jones,2.0,Media & Cinema Studies
cjo5,Christopher Jones,2.0,Engineering Mechanics
cjo6,Christine Johnson,2.5,Computer Science + Astronomy
cjoh2,Curtis Johnston,1.5,Computer Science + Astronomy
cjohn2,Charles Johnson,1.0,Computer Engineering
cjon2,Christy Jones,4.5,Materials Science & Engineering
cjone2,Craig Jones,2.5,Physics
cjones2,Christopher Jones,2.5,Computer Science + Crop Sciences
cjones3,Cassandra Jones,3.5,Learning & Education Studies
ckai2,Christopher Kaiser,1.5,Computer Science + Crop Sciences
ckell2,Chelsea Kelly,4.0,Innovation
ckerr2,Cameron Kerr,3.0,Physics
ckim2,Christopher Kim,4.5,Nutrition and Health
ckim3,Crystal Kim,2.0,Dance
ckim4,Christie Kim,1.0,Information Sciences + Data Science
cking2,Caroline King,1.5,Computer Science + Music
cking3,Cassandra King,2.0,Finance
cknox2,Christopher Knox,4.0,Middle Grades Education
ckrau2,Christopher Krause,4.0,Computer Science + Physics
clarson2,Catherine Larson,4.5,Information Sciences
clawre2,Cheryl Lawrence,4.0,Food Science
cle2,Christy Lewis,3.5,Sustainable Design
cle3,Christian Lee,3.5,Human Development & Family Studies
cle4,Christine Le,1.0,Civil Engineering
cleblan2,Christopher Leblanc,1.5,Athletic Training
cleon2,Cynthia Leonard,3.5,Computer Engineering
cli2,Cynthia Little,3.0,Agronomy
clittl2,Curtis Little,3.5,Agricultural & Biological Engineering
clo2,Carla Lopez,1.0,Secondary Education
clop2,Claudia Lopez,2.0,Marketing
clope2,Cody Lopez,5.0,Nuclear
cluna2,Christopher Luna,1.0,Engineering Mechanics
cma2,Connie May,5.0,Architectural Studies
cma3,Christopher Mason,4.5,Industrial Engineering
cmaldon2,Candace Maldonado,1.0,Computer Engineering
cmar2,Christopher Martinez,1.0,Computer Science
cmart2,Christine Martin,1.0,Systems Engineering & Design
cmarti2,Cole Martin,1.0,Finance
cmarti3,Christopher Martin,2.5,Systems Engineering & Design
cmartin2,Cristina Martin,2.5,Systems Engineering & Design
cmartin3,Catherine Martin,3.5,Finance
cmayna2,Charles Maynard,3.0,Computer Science + Music
cmcc2,Cory Mccarthy,1.0,Chemical Engineering
cmcco2,Chase Mcconnell,3.5,Architectural Studies
cmcp2,Christopher Mcpherson,2.0,Systems Engineering & Design
cme2,Charles Mendoza,2.5,Finance
cme3,Cameron Medina,4.0,Industrial Engineering
cmedina2,Crystal Medina,1.5,Civil Engineering
cmend2,Craig Mendoza,5.0,Nuclear
cmey2,Cameron Meyers,4.5,Operations Management
cmi2,Catherine Miller,3.5,Nuclear
cmi3,Caitlin Miller,5.0,Nutrition and Health
cmiddle2,Clinton Middleton,4.5,Information Systems
cmitc2,Christian Mitchell,4.0,Agronomy
cmo2,Clifford Morse,2.0,Early Childhood Education
cmo3,Chelsea Moore,3.5,Hospitality Management
cmo4,Cameron Moody,1.5,Mechanical Engineering
cmon2,Cheryl Montgomery,3.0,Computer Science + Animal Sciences
cmoo2,Chase Moody,2.0,Innovation
cmoore2,Christina Moore,1.5,Nuclear
cmor2,Christopher Morris,1.5,Kinesiology
cmor3,Caleb Moreno,4.0,Early Childhood Education
cmoran2,Carol Moran,2.5,Mechanical Engineering
cmur2,Christopher Murphy,5.0,Nutrition and Health
cmyers2,Carla Myers,2.0,Physics
cna2,Christian Nash,2.0,Hospitality Management
cnguye2,Christopher Nguyen,5.0,Advertising
cnguyen2,Christopher Nguyen,3.5,Agricultural & Consumer Economics
cnic2,Cindy Nicholson,3.0,Electrical Engineering
cnovak2,Caitlin Novak,1.0,Neural Engineering
cob2,Chris Obrien,1.0,Computer Science + Animal Sciences
cocon2,Christopher Oconnell,1.0,Biochemistry
cort2,Christopher Ortiz,5.0,Marketing
cortiz2,Christopher Ortiz,4.5,Nuclear
cortiz3,Chad Ortiz,5.0,Biochemistry
cpa2,Cynthia Parks,1.0,Nuclear
cpa3,Cory Parker,1.0,Aerospace Engineering
cpadill2,Cody Padilla,1.5,Supply Chain Management
cpar2,Carol Parsons,2.0,Aerospace Engineering
cpar3,Christina Parrish,3.0,Computer Science + Physics
cpat2,Cory Patel,2.0,Civil Engineering
cpate2,Charles Patel,5.0,Teaching - Middle Grades Education
cpate3,Cody Patel,2.5,Neural Engineering
cpatric2,Cheryl Patrick,3.0,Accountancy
cpatt2,Corey Patterson,3.5,Agricultural & Consumer Economics
cpatter2,Catherine Patterson,4.0,Athletic Training
cpayn2,Cameron Payne,2.0,Architectural Studies
cpayn3,Caleb Payne,4.5,Middle Grades Education
cper2,Cindy Perez,3.0,Aerospace Engineering
cpete2,Chad Peters,1.5,Chemistry
cpeters2,Christina Peterson,1.5,Finance + Data Science
cpeters3,Clinton Peters,3.0,Middle Grades Education
cpham2,Connor Pham,2.5,Computer Science + Advertising
